IDs,final_classification,genebank_id,accession_id,start,stop,gene_description,socus,sig_seq,is_family,group,origin,bits_score,e_value,final_call
gene:proph:163608,prophage,5405883,NC_009715.1,1867808,1868674,,CCV52592_0055,ISHwa26,IS200/IS605,IS1341,Haloquadratum walsbyi,36.2,0.096,prophage
gene:proph:163612,prophage,5406145,NC_009715.1,1864552,1864998,ATP-dependent hsl protease ATP-binding subunit HslU,CCV52592_0051,ISRm16,IS4,IS4Sa,Sinorhizobium meliloti,36.2,0.049,prophage
gene:proph:163613,prophage,5406282,NC_009715.1,1870525,1871094,hypothetical protein,CCV52592_0059,ISSysp4,IS5,IS5,Synechococcus sp.,32.2,0.98,prophage
gene:proph:163626,prophage,5407626,NC_009715.1,1857092,1857946,type II secretion system protein,CCV52592_0042,ISShwo5,IS110,IS1111,Shewanella woodyi,32.2,1.5,prophage
gene:proph:163628,prophage,5407718,NC_009715.1,1859496,1859708,putative methyl-accepting chemotaxis sensory transducer,CCV52592_0046,ISNha6,IS5,IS5,Nitrobacter hamburgensis,32.2,0.35,prophage
gene:proph:163629,prophage,5407798,NC_009715.1,1870030,1870515,single-stranded DNA-binding protein,CCV52592_0058,ISPmo2,IS5,IS5,Pseudomonas monteilii,32.2,0.83,prophage
gene:proph:163633,prophage,3430948,NC_007146.2,1583838,1584026,hypothetical protein,NTHI1721,ISMrsp1,IS1595,ISPna2,Marinobacter sp.,30.2,1.2,prophage
gene:proph:163634,prophage,3430949,NC_007146.2,1584075,1584515,hypothetical protein,NTHI1722,ISRel15,IS66,,Rhizobium etli,32.2,0.75,prophage
gene:proph:163648,prophage,3430963,NC_007146.2,1592299,1592622,hypothetical protein,NTHI1737,ISStin8,IS1182,,Streptococcus iniae,38.2,0.009,prophage
gene:proph:163652,prophage,3430967,NC_007146.2,1593639,1594982,phage terminase large subunit,NTHI1741,ISAlw8,IS4,IS50,Acinetobacter lwoffii,36.2,0.15,prophage
gene:proph:163662,prophage,3431122,NC_007146.2,1712393,1712731,baseplate assembly protein W,NTHI1861,ISPin4,ISAs1,,Psychromonas ingrahamii,32.2,0.57,prophage
gene:proph:163673,prophage,3431133,NC_007146.2,1719004,1719465,bacteriophage tail completion protein gpS-like protein,NTHI1873,ISGst5,IS200/IS605,IS1341,Geobacillus stearothermophilus,32.2,0.79,prophage
gene:proph:163675,prophage,3431135,NC_007146.2,1719901,1720008,hypothetical protein,NTHI1875,ISPmo1,IS1182,,Pseudomonas monteilii,28.2,2.6,prophage
gene:proph:163680,prophage,3431140,NC_007146.2,1721396,1721617,hypothetical protein,NTHI1881,ISHhu8,IS200/IS605,IS1341,Halobacterium hubeiense,32.2,0.37,prophage
gene:proph:163683,prophage,3431143,NC_007146.2,1722628,1723278,"terminase, endonuclease subunit",NTHI1884,ISAlw18,IS630,,Acinetobacter lwoffii,34.2,0.29,prophage
gene:proph:163685,prophage,3431145,NC_007146.2,1724360,1725175,capsid scaffolding protein,NTHI1887,ISCaal1,IS1202,IS1202,Carnobacterium alterfunditum,36.2,0.091,prophage
gene:proph:163686,prophage,3431146,NC_007146.2,1725340,1727121,"terminase, ATPase subunit",NTHI1888,ISSphsp7,IS21,,Sphingobium sp.,32.2,3.1,prophage
gene:proph:163687,prophage,3431147,NC_007146.2,1727131,1728141,portal vertex protein,NTHI1890,ISLbp3,IS982,,Leptospira borgpetersenii,34.2,0.45,prophage
gene:proph:163709,prophage,3430754,NC_007146.2,1426558,1427067,hypothetical protein,NTHI1509,ISLla3,IS3,IS150,Lactococcus lactis,36.2,0.056,prophage
gene:proph:163761,prophage,4172181,NC_008228.1,820727,821022,,Patl_R0014,ISTeha7,IS5,IS5,Tetragenococcus halophilus,30.2,2,prophage
gene:proph:163800,prophage,5586233,NC_009801.1,1003814,1004038,C4-type zinc finger DksA/TraR family protein,EcE24377A_0986,ISSro1,IS5,ISL2,Streptomyces roseosporus,32.2,0.37,prophage
gene:proph:163801,prophage,5586765,NC_009801.1,1014923,1015402,phage protein gpU,EcE24377A_0997,ISSpo4,IS5,IS903,Silicibacter pomeroyi,32.2,0.82,prophage
gene:proph:163802,prophage,5587204,NC_009801.1,1000693,1001688,phage integrase site specific recombinase,EcE24377A_0981,ISHahy6,IS6,,Halanaerobium hydrogeniformans,32.2,1.7,prophage
gene:proph:163803,prophage,5587472,NC_009801.1,1003512,1003814,hypothetical protein,EcE24377A_0985,ISMaca1,IS21,,Macrococcus canis,32.2,0.51,prophage
gene:proph:163804,likely IS/TE,5587491,NC_009801.1,1011491,1012663,IS21 family transposase,EcE24377A_0994,ISEc62,IS21,,Escherichia coli,2302,0,likely IS/TE
gene:proph:163805,prophage,5587631,NC_009801.1,1016647,1016865,DNA-binding transcriptional regulator,EcE24377A_0999,ISHsal5,IS200/IS605,IS1341,Halobacterium salinarum,30.2,1.4,prophage
gene:proph:163806,prophage,5587715,NC_009801.1,1004035,1004310,hypothetical protein,EcE24377A_0987,ISAcp4,IS3,IS407,Acidobacterium capsulatum,30.2,1.8,prophage
gene:proph:163807,prophage,5587824,NC_009801.1,1004300,1006576,replication gene A protein,EcE24377A_0988,ISDin1,IS256,IS1249,Dialister invisus,36.2,0.26,prophage
gene:proph:163809,prophage,5588794,NC_009801.1,1013529,1014908,hypothetical protein,EcE24377A_0996,ISNph11,IS200/IS605,IS1341,Natronomonas pharaonis,36.2,0.15,prophage
gene:proph:163810,prophage,5588896,NC_009801.1,1002724,1003224,replication gene B protein,EcE24377A_0983,ISBci1,IS1595,ISPna2,Bacillus circulans,32.2,0.86,prophage
gene:proph:163811,prophage,5588914,NC_009801.1,1010332,1011417,hypothetical protein,EcE24377A_0993,ISEc62,IS21,,Escherichia coli,56,1.00E-07,prophage
gene:proph:163812,prophage,5589097,NC_009801.1,1010092,1010339,,EcE24377A_0992,ISPye33,IS66,,Paracoccus yeei,32.2,0.41,prophage
gene:proph:163814,prophage,5589842,NC_009801.1,1003255,1003512,hypothetical protein,EcE24377A_0984,ISAjo4,IS66,,Acinetobacter johnosonii,32.2,0.43,prophage
gene:proph:163815,prophage,5590337,NC_009801.1,1015402,1016565,phage late control gene D protein,EcE24377A_0998,ISNph10,IS200/IS605,IS1341,Natronomonas pharaonis,36.2,0.13,prophage
gene:proph:163816,likely IS/TE,5590535,NC_009801.1,1012663,1013457,IS21 family transposition helper protein,EcE24377A_0995,ISEc62,IS21,,Escherichia coli,1576,0,likely IS/TE
gene:proph:163817,prophage,5590852,NC_009801.1,1002190,1002546,phage regulatory protein,EcE24377A_0982,ISSymo1,ISNCY,ISDol1,Candidatus Symbiobacter,34.2,0.15,prophage
gene:proph:163818,prophage,5590867,NC_009801.1,1017185,1019467,formate acetyltransferase,EcE24377A_1000,ISLjo2,ISL3,,Lactobacillus johnsonii,34.2,1,prophage
gene:proph:163821,prophage,5586977,NC_009801.1,1067866,1068948,baseplate assembly protein J,EcE24377A_1044,ISLmo16,IS3,IS150,Listeria monocytogenes,34.2,0.48,prophage
gene:proph:163822,prophage,5587165,NC_009801.1,1068949,1069386,phage protein GP46,EcE24377A_1045,ISAar25,IS3,IS3,Arthrobacter arilaitensis,34.2,0.19,prophage
gene:proph:163826,prophage,5588448,NC_009801.1,1064833,1065366,hypothetical protein,EcE24377A_1040,ISBth165,ISNCY,,Bacillus thuringiensis,34.2,0.23,prophage
gene:proph:163827,prophage,5588683,NC_009801.1,1069964,1071103,bacteriophage Mu P protein,EcE24377A_1047,ISSma11,IS481,,Serratia marcescens,42.1,0.002,prophage
gene:proph:163829,prophage,5586299,NC_009801.1,846818,847315,phage lysozyme,EcE24377A_0827,ISBope1,IS3,IS150,Bordetella petrii,36.2,0.055,prophage
gene:proph:163832,prophage,5586678,NC_009801.1,849631,849774,hypothetical protein,EcE24377A_0830,ISDeba1,ISNCY,ISDol1,Desulfobulbaceae bacterium,36.2,0.015,prophage
gene:proph:163833,prophage,5586748,NC_009801.1,849914,850459,phage DNA packaging protein Nu1,EcE24377A_0831,ISKpn33,IS66,,Klebsiella pneumoniae,46.1,6.00E-05,prophage
gene:proph:163834,likely IS/TE,5586778,NC_009801.1,839145,840683,IS66 family transposase,EcE24377A_0815,ISEc8,IS66,,Escherichia coli,2631,0,likely IS/TE
gene:proph:163835,prophage,5587192,NC_009801.1,843488,843778,hypothetical protein,EcE24377A_0820,ISLmo21,IS3,IS3,Listeria monocytogenes,34.2,0.12,prophage
gene:proph:163837,prophage,5587528,NC_009801.1,845941,846075,hypothetical protein,EcE24377A_0825,ISCul1,IS1202,IS1202,Clostridium ultunense,30.2,0.84,prophage
gene:proph:163838,prophage,5587790,NC_009801.1,834727,835656,,EcE24377A_0810,ISPye17,IS110,IS1111,Paracoccus yeei,34.2,0.41,prophage
gene:proph:163840,prophage,5588162,NC_009801.1,832203,832409,protein KiL,EcE24377A_0807,ISRsp13,IS5,,Rhizhobium sp.,34.2,0.086,prophage
gene:proph:163841,prophage,5588429,NC_009801.1,842870,843325,hypothetical protein,EcE24377A_0819,ISBli35,IS3,IS3,Brevibacterium linens,32.2,0.78,prophage
gene:proph:163842,prophage,5588462,NC_009801.1,834101,834640,hypothetical protein,EcE24377A_0809,ISMlu1,IS256,,Micrococcus luteus,38.2,0.015,prophage
gene:proph:163843,prophage,5588743,NC_009801.1,844932,846014,outer membrane porin protein LC,EcE24377A_0824,ISCaal1,IS1202,IS1202,Carnobacterium alterfunditum,32.2,1.9,prophage
gene:proph:163845,prophage,5588856,NC_009801.1,852029,852874,phage tail collar domain-containing protein,EcE24377A_0833,ISCsa7,ISNCY,,Caldicellulosiruptor saccharolyticus,34.2,0.37,prophage
gene:proph:163846,prophage,5588919,NC_009801.1,843775,844137,endodeoxyribonuclease RUS,EcE24377A_0821,ISKpn74,IS5,IS903,Klebsiella pneumoniae,38.2,0.01,prophage
gene:proph:163847,prophage,5588934,NC_009801.1,844137,844274,hypothetical protein,EcE24377A_0822,ISSusp1,IS3,IS51,Sulfitobacter sp.,30.2,0.86,prophage
gene:proph:163850,prophage,5589826,NC_009801.1,847312,847749,bacteriophage lysis protein,EcE24377A_0828,ISVha1,ISAs1,,Vibrio harveyi,32.2,0.75,prophage
gene:proph:163851,prophage,5589827,NC_009801.1,829728,830009,hypothetical protein,EcE24377A_0803,ISNma25,IS200/IS605,IS1341,Natrialba magadii,34.2,0.12,prophage
gene:proph:163852,prophage,5590038,NC_009801.1,833007,833762,repressor protein,EcE24377A_0808,ISBaps1,IS66,,Bacillus pseudomycoides,40.1,0.005,prophage
gene:proph:163853,prophage,5590100,NC_009801.1,847954,848475,KilA domain-containing protein,EcE24377A_0829,ISKpn33,IS66,,Klebsiella pneumoniae,32.2,0.9,prophage
gene:proph:163854,likely IS/TE,5590204,NC_009801.1,841077,841466,IS66 family orf1,EcE24377A_0817,ISEc8,IS66,,Escherichia coli,767,0,likely IS/TE
gene:proph:163855,prophage,5590205,NC_009801.1,850434,852023,phage terminase large subunit (GpA),EcE24377A_0832,ISHez2,IS200/IS605,IS1341,Halorubrum ezzemoulense,36.2,0.18,prophage
gene:proph:163856,prophage,5590206,NC_009801.1,831040,831825,phage recombination protein Bet,EcE24377A_0805,ISPda3,IS1202,ISAba32,Photobacterium damselae,38.2,0.022,prophage
gene:proph:163857,prophage,5590281,NC_009801.1,835653,836354,replication protein P,EcE24377A_0811,ISAzs35,IS110,IS1111,Azospirillum sp.,34.2,0.31,prophage
gene:proph:163858,prophage,5590489,NC_009801.1,846603,846818,lysis protein S,EcE24377A_0826,ISHati3,IS91,,Halomonas titanicae,30.2,1.4,prophage
gene:proph:163859,prophage,5590567,NC_009801.1,844360,844743,phage antitermination Q,EcE24377A_0823,ISGbsp1,IS1202,IS1202,Globicatella sp.,34.2,0.17,prophage
gene:proph:163860,prophage,5590615,NC_009801.1,852874,853458,tail fiber assembly protein,EcE24377A_0834,ISAtba1,IS1202,ISTde1,Atribacteria bacterium,32.2,1,prophage
gene:proph:163861,prophage,5590635,NC_009801.1,838134,838835,,EcE24377A_0814,ISBmu7,IS21,,Burkholderia multivorans,32.2,1.2,prophage
gene:proph:163863,prophage,5590725,NC_009801.1,836351,836653,hypothetical protein,EcE24377A_0812,MICBce4,IS4,IS231,Bacillus cereus,30.2,2,prophage
gene:proph:163864,prophage,5586162,NC_009801.1,2220179,2221207,phage integrase site specific recombinase,EcE24377A_2257,ISAur1,IS1595,ISPna2,Actinobacillus ureae,34.2,0.45,prophage
gene:proph:163865,prophage,5586194,NC_009801.1,2183401,2184306,phage baseplate assembly protein V,EcE24377A_2218,ISAar7,IS21,,Arthrobacter arilaitensis,34.2,0.4,prophage
gene:proph:163866,prophage,5586201,NC_009801.1,2184287,2184823,hypothetical protein,EcE24377A_2219,ISNisp7,IS5,,Nitrobacter sp.,34.2,0.23,prophage
gene:proph:163867,prophage,5586270,NC_009801.1,2210026,2210820,hypothetical protein,EcE24377A_2244,ISPma1,IS1595,IS1595,Photobacterium mandapamensis,34.2,0.35,prophage
gene:proph:163869,prophage,5586566,NC_009801.1,2182140,2183030,baseplate assembly protein J,EcE24377A_2216,ISNaoc1,IS200/IS605,IS1341,Natronococcus occultus,32.2,1.5,prophage
gene:proph:163870,prophage,5586957,NC_009801.1,2197434,2197913,hypothetical protein,EcE24377A_2232,ISStin6,IS3,IS150,Streptococcus iniae,30.2,3.3,prophage
gene:proph:163871,prophage,5587059,NC_009801.1,2187782,2189092,S49 family peptidase,EcE24377A_2225,ISBfun4,IS701,,Burkholderia xenovorans,34.2,0.58,prophage
gene:proph:163872,prophage,5587075,NC_009801.1,2185532,2185912,hypothetical protein,EcE24377A_2221,ISHarch15,IS200/IS605,IS605,Halophilic archaeon,32.2,0.65,prophage
gene:proph:163873,prophage,5587090,NC_009801.1,2208925,2209848,lipoprotein,EcE24377A_2243,ISAs6,IS3,IS3,Aeromonas salmonicida,36.2,0.1,prophage
gene:proph:163874,prophage,5587142,NC_009801.1,2174358,2175401,,EcE24377A_2208,ISSfl9,IS4,IS10,Shigella flexneri,38.2,0.03,prophage
gene:proph:163875,prophage,5587175,NC_009801.1,2212396,2213787,DnaB family helicase,EcE24377A_2248,ISMmg5,IS1595,ISSod11,Magnetospirillum magnetotacticum,34.2,0.62,prophage
gene:proph:163876,prophage,5587235,NC_009801.1,2187453,2187782,bacteriophage lambda head decoration protein D,EcE24377A_2224,ISEc47,IS66,,Escherichia coli,30.2,2.2,prophage
gene:proph:163877,prophage,5587306,NC_009801.1,2185909,2186322,hypothetical protein,EcE24377A_2222,ISKpn33,IS66,,Klebsiella pneumoniae,30.2,2.8,prophage
gene:proph:163878,prophage,5587352,NC_009801.1,2215115,2215591,hypothetical protein,EcE24377A_2251,ISClsp3,IS1182,,Clostridium sp.,34.2,0.21,prophage
gene:proph:163881,prophage,5587914,NC_009801.1,2211723,2211956,hypothetical protein,EcE24377A_2246,ISLiv1,IS1182,,Listeria ivanovii,32.2,0.39,prophage
gene:proph:163883,prophage,5588090,NC_009801.1,2184820,2185473,hypothetical protein,EcE24377A_2220,ISGes1,IS1595,IS1595,Geoalkalibacter subterraneus,34.2,0.29,prophage
gene:proph:163884,prophage,5588130,NC_009801.1,2203953,2205332,hypothetical protein,EcE24377A_2238,ISSyth2,IS1182,,Symbiobacterium thermophilum,38.2,0.039,prophage
gene:proph:163885,prophage,5588213,NC_009801.1,2176280,2177920,hypothetical protein,EcE24377A_2210,ISSjo1,IS1202,ISTde1,Synergistes jonesii,32.2,2.9,prophage
gene:proph:163886,prophage,5588472,NC_009801.1,2178853,2180358,major tail sheath protein,EcE24377A_2213,ISMhu7,IS1634,,Methanospirillum hungatei,34.2,0.67,prophage
gene:proph:163888,prophage,5589034,NC_009801.1,2192127,2192792,,EcE24377A_2229,ISEc62,IS21,,Escherichia coli,56,8.00E-08,prophage
gene:proph:163889,prophage,5589072,NC_009801.1,2181511,2182137,phage tail protein I,EcE24377A_2215,ISAba62,IS5,IS903,Acinetobacter baumannii,32.2,1.1,prophage
gene:proph:163890,prophage,5589088,NC_009801.1,2200559,2201200,hypothetical protein,EcE24377A_2236,ISPlu15,ISNCY,ISPlu15,Photorhabdus luminescens,34.2,0.28,prophage
gene:proph:163891,prophage,5589277,NC_009801.1,2216940,2219006,hypothetical protein,EcE24377A_2253,ISBvi3,IS3,IS3,Burkholderia vietnamiensis,40.1,0.015,prophage
gene:proph:163893,prophage,5589405,NC_009801.1,2193019,2194983,phage terminase large subunit (GpA),EcE24377A_2230,ISStma1,IS481,,Stenotrophomonas maltophilia,38.2,0.056,prophage
gene:proph:163895,prophage,5589449,NC_009801.1,2186357,2187391,phage major capsid protein E,EcE24377A_2223,ISSen7,ISNCY,ISPlu15,Salmonella enterica,34.2,0.46,prophage
gene:proph:163896,prophage,5589491,NC_009801.1,2178029,2178310,hypothetical protein,EcE24377A_2211,ISCte4,IS481,,Comamonas testosteroni,32.2,0.47,prophage
gene:proph:163897,prophage,5589545,NC_009801.1,2219964,2220179,hypothetical protein,EcE24377A_2256,ISSma15,IS21,,Serratia marcescens,32.2,0.35,prophage
gene:proph:163899,prophage,5589694,NC_009801.1,2219003,2219572,hypothetical protein,EcE24377A_2254,ISCausp3,IS1595,ISNha5,Caulobacter sp.,32.2,0.98,prophage
gene:proph:163900,prophage,5589841,NC_009801.1,2199554,2200150,hypothetical protein,EcE24377A_2235,ISAlis1,IS1595,ISPna2,Alicyclobacillus sp.,32.2,1,prophage
gene:proph:163901,prophage,5590297,NC_009801.1,2214851,2215075,hypothetical protein,EcE24377A_2250,ISXoo7,IS5,IS5,Xanthomonas oryzae,34.2,0.094,prophage
gene:proph:163902,prophage,5590370,NC_009801.1,2199264,2199557,hypothetical protein,EcE24377A_2234,IS2621,IS4,ISPepr1,Deinococcus radiodurans,32.2,0.49,prophage
gene:proph:163903,prophage,5590387,NC_009801.1,2189092,2189910,,EcE24377A_2226,ISAbc2,IS1202,ISTde1,Acidobacteria bacterium,36.2,0.091,prophage
gene:proph:163904,prophage,5590404,NC_009801.1,2178323,2178835,hypothetical protein,EcE24377A_2212,ISVpa4,IS3,IS150,Vibrio parahaemolyticus,32.2,0.88,prophage
gene:proph:163905,prophage,5590474,NC_009801.1,2198593,2199264,phage antitermination protein Q,EcE24377A_2233,ISMru1,IS5,,Methanobrevibacter ruminantium,40.1,0.005,prophage
gene:proph:163906,prophage,5590504,NC_009801.1,2205658,2206464,hypothetical protein,EcE24377A_2239,ISGaba1,IS1595,IS1595,Gammaproteobacteria bacterium,32.2,1.4,prophage
gene:proph:163908,prophage,5590545,NC_009801.1,2219572,2219754,hypothetical protein,EcE24377A_2255,ISAzs19,IS256,,Azospirillum sp.,30.2,1.2,prophage
gene:proph:163909,likely IS/TE,5590622,NC_009801.1,2190881,2192053,IS21 family transposase,EcE24377A_2228,ISEc62,IS21,,Escherichia coli,2302,0,likely IS/TE
gene:proph:163910,prophage,5590652,NC_009801.1,2215935,2216330,transcriptional repressor DicA,EcE24377A_2252,ISSwo1,IS3,IS150,Syntrophomonas wolfei,38.2,0.011,prophage
gene:proph:163911,prophage,5590782,NC_009801.1,2183057,2183398,baseplate assembly protein W,EcE24377A_2217,ISCth8,IS110,,Clostridium thermocellum,34.2,0.15,prophage
gene:proph:163912,prophage,5590807,NC_009801.1,2211956,2212357,hypothetical protein,EcE24377A_2247,ISPsas1,IS66,,Pseudomonas asiatica,30.2,2.7,prophage
gene:proph:163914,prophage,5590878,NC_009801.1,2211502,2211726,hypothetical protein,EcE24377A_2245,ISArsp6,Tn3,,Arthrobacter sp.,32.2,0.37,prophage
gene:proph:163915,likely IS/TE,5585912,NC_009801.1,1761394,1761636,lysis protein S,EcE24377A_1763,ISEc8,IS66,,Escherichia coli,81.8,5.00E-16,likely IS/TE
gene:proph:163916,prophage,5586093,NC_009801.1,1765443,1765691,hypothetical protein,EcE24377A_1768,ISMba12,IS1634,,Methanosarcina barkeri,32.2,0.41,prophage
gene:proph:163917,likely IS/TE,5586107,NC_009801.1,1758200,1758547,IS66 family orf2,EcE24377A_1758,ISCro1,IS66,,Citrobacter rodentium,682,0,likely IS/TE
gene:proph:163918,prophage,5586183,NC_009801.1,1774023,1774316,division inhibition protein DicB,EcE24377A_1781,ISHwa21,IS200/IS605,IS1341,Haloquadratum walsbyi,30.2,1.9,prophage
gene:proph:163920,likely IS/TE,5586328,NC_009801.1,1759034,1760572,IS66 family transposase,EcE24377A_1760,ISEc8,IS66,,Escherichia coli,2631,0,likely IS/TE
gene:proph:163921,prophage,5586343,NC_009801.1,1777434,1778714,phage integrase site specific recombinase,EcE24377A_1786,ISCro2,IS4,IS10,Citrobacter rodentium,36.2,0.14,prophage
gene:proph:163922,likely IS/TE,5586366,NC_009801.1,1756609,1758180,IS66 family transposase,EcE24377A_1757,ISCro1,IS66,,Citrobacter rodentium,2799,0,likely IS/TE
gene:proph:163923,likely IS/TE,5586658,NC_009801.1,1758547,1759011,IS66 family orf1,EcE24377A_1759,ISCro1,IS66,,Citrobacter rodentium,876,0,likely IS/TE
gene:proph:163925,prophage,5587094,NC_009801.1,1770338,1770529,hypothetical protein,EcE24377A_1774,ISLhe66,IS66,,Lactobacillus helveticus,32.2,0.31,prophage
gene:proph:163926,prophage,5587104,NC_009801.1,1763281,1764033,antitermination protein,EcE24377A_1766,ISSsu5,IS1380,,Streptococcus suis,32.2,1.3,prophage
gene:proph:163927,prophage,5587329,NC_009801.1,1777148,1777399,phage excisionase,EcE24377A_1785,ISEch11,IS110,,Dickeya dadantii,30.2,1.7,prophage
gene:proph:163928,prophage,5587644,NC_009801.1,1751715,1752998,inner membrane metabolite transport protein ydfJ,EcE24377A_1752,ISPa30,IS66,,Pseudomonas aeruginosa,36.2,0.14,prophage
gene:proph:163929,prophage,5587774,NC_009801.1,1765756,1765872,hypothetical protein,EcE24377A_1770,ISKmi4,ISAs1,,Klebsiella michiganensis,30.2,0.72,prophage
gene:proph:163930,prophage,5587801,NC_009801.1,1772909,1773064,hypothetical protein,EcE24377A_1779,IS1245,IS256,,Mycobacterium avium,32.2,0.25,prophage
gene:proph:163931,prophage,5588069,NC_009801.1,1770570,1771535,phage O family protein,EcE24377A_1775,ISSme2,IS21,,Sinorhizobium medicae,38.2,0.027,prophage
gene:proph:163932,likely IS/TE,5588096,NC_009801.1,1760622,1760969,IS66 family orf2,EcE24377A_1761,ISEc8,IS66,,Escherichia coli,674,0,likely IS/TE
gene:proph:163933,likely IS/TE,5588206,NC_009801.1,1754335,1754925,site-specific recombinase resolvase PinR,EcE24377A_1754,ISSba14,Tn3,,Shewanella baltica,222,5.00E-58,likely IS/TE
